id_diagnostico,sector,tamano_empresa,porcentaje_procesos_documentados,presupuesto_anual_tecnologia,respuesta_texto,nivel_madurez,recomendacion_principal
DIAG_1959,Manufactura,Micro,0.37,22000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_2586,Manufactura,Micro,0.15,7000000,"No tenemos procesos definidos, usamos hojas de cálculo desordenadas. Nos gustaría mejorar pronto.",Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas.
DIAG_0071,Servicios,Pequena,0.06,10000000,"Todo es manual, dependemos de una sola persona para la contabilidad.",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios.
DIAG_1108,Tecnologia,Micro,0.28,34000000,"Tenemos algunos sistemas aislados, hay mucho desorden todavía.",En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_2953,Manufactura,Mediana,0.77,135000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_2285,Manufactura,Mediana,0.41,40000000,Estamos empezando a documentar nuestros procesos pero falta mucho. Nos gustaría mejorar pronto.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_1192,Servicios,Mediana,0.35,15000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
DIAG_2951,Servicios,Mediana,0.79,113000000,Tenemos procesos estandarizados en la mayoría de áreas clave. Nos gustaría mejorar pronto.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_0878,Manufactura,Grande,0.16,3000000,"El trabajo es muy empírico, no hay documentación de lo que hacemos.",Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas.
DIAG_2369,Servicios,Pequena,0.26,30000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
DIAG_1381,Tecnologia,Pequena,0.25,37000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_2902,Retail,Pequena,0.19,3000000,"Todo es manual, dependemos de una sola persona para la contabilidad.",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas.
DIAG_2567,Retail,Mediana,0.49,11000000,"Tenemos algunos sistemas aislados, hay mucho desorden todavía.",En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_0563,Manufactura,Mediana,0.17,9000000,"No tenemos procesos definidos, usamos hojas de cálculo desordenadas. Nos gustaría mejorar pronto.",Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas.
DIAG_1908,Retail,Grande,0.72,69000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_0546,Tecnologia,Pequena,0.18,4000000,"No tenemos procesos definidos, usamos hojas de cálculo desordenadas.",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados.
DIAG_0765,Tecnologia,Pequena,0.32,29000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_2762,Manufactura,Micro,0.33,32000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_1480,Tecnologia,Grande,0.86,398000000,Nuestros procesos se auditan solos con inteligencia de negocios. Nos gustaría mejorar pronto.,Optimizado,Aplicar MLOps y analítica predictiva para optimizar el ciclo de vida del software.
DIAG_2419,Tecnologia,Grande,0.74,69000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_2328,Retail,Grande,0.91,268000000,"Todo está automatizado, usamos datos para mejorar continuamente.",Optimizado,Automatizar pronóstico de demanda con modelos predictivos en tiempo real.
DIAG_1228,Servicios,Micro,0.62,55000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_1151,Servicios,Mediana,0.54,112000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_2671,Manufactura,Grande,0.51,65000000,Tenemos procesos estandarizados en la mayoría de áreas clave. Nos gustaría mejorar pronto.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_0022,Manufactura,Pequena,0.05,10000000,"Todo es manual, dependemos de una sola persona para la contabilidad.",Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas.
DIAG_1116,Retail,Micro,0.04,5000000,Perdemos mucha información porque todo se anota en cuadernos.,Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas.
DIAG_0595,Tecnologia,Mediana,0.55,101000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_2364,Servicios,Grande,0.57,60000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_1989,Servicios,Grande,0.91,176000000,"Todo está automatizado, usamos datos para mejorar continuamente.",Optimizado,Utilizar analítica avanzada para hiper-personalización y recomendaciones de up-selling.
DIAG_0722,Retail,Pequena,0.11,7000000,"Todo es manual, dependemos de una sola persona para la contabilidad.",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas.
DIAG_0887,Tecnologia,Micro,0.01,7000000,Perdemos mucha información porque todo se anota en cuadernos.,Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados.
DIAG_2508,Retail,Grande,0.83,160000000,"Todo está automatizado, usamos datos para mejorar continuamente.",Optimizado,Automatizar pronóstico de demanda con modelos predictivos en tiempo real.
DIAG_1440,Manufactura,Pequena,0.7,55000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_1916,Manufactura,Grande,0.87,484000000,"Todo está automatizado, usamos datos para mejorar continuamente. Nos gustaría mejorar pronto.",Optimizado,Implementar sensores IoT en maquinaria para mantenimiento predictivo automatizado.
DIAG_0442,Servicios,Micro,0.02,6000000,"Todo es manual, dependemos de una sola persona para la contabilidad.",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios.
DIAG_1944,Retail,Grande,0.84,237000000,Nuestros procesos se auditan solos con inteligencia de negocios.,Optimizado,Automatizar pronóstico de demanda con modelos predictivos en tiempo real.
DIAG_1523,Retail,Mediana,0.34,25000000,Intentamos usar software básico pero el equipo no se adapta del todo. Nos gustaría mejorar pronto.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_0879,Tecnologia,Pequena,0.14,8000000,"No tenemos procesos definidos, usamos hojas de cálculo desordenadas.",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados.
DIAG_1961,Retail,Mediana,0.59,53000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_2744,Retail,Pequena,0.21,46000000,"Tenemos algunos sistemas aislados, hay mucho desorden todavía. Nos gustaría mejorar pronto.",En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_1439,Manufactura,Grande,0.92,310000000,El equipo es autónomo y la analítica nos guía en cada decisión.,Optimizado,Implementar sensores IoT en maquinaria para mantenimiento predictivo automatizado.
DIAG_1239,Retail,Pequena,0.11,3000000,"El trabajo es muy empírico, no hay documentación de lo que hacemos.",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas.
DIAG_2058,Manufactura,Mediana,0.7,116000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_2184,Servicios,Grande,0.99,162000000,El equipo es autónomo y la analítica nos guía en cada decisión.,Optimizado,Utilizar analítica avanzada para hiper-personalización y recomendaciones de up-selling.
DIAG_1939,Servicios,Pequena,0.05,7000000,"El trabajo es muy empírico, no hay documentación de lo que hacemos.",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios.
DIAG_1697,Servicios,Micro,0.19,7000000,"Todo es manual, dependemos de una sola persona para la contabilidad. Nos gustaría mejorar pronto.",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios.
DIAG_1088,Manufactura,Mediana,0.91,421000000,"Todo está automatizado, usamos datos para mejorar continuamente.",Optimizado,Implementar sensores IoT en maquinaria para mantenimiento predictivo automatizado.
DIAG_2960,Retail,Micro,0.08,1000000,"El trabajo es muy empírico, no hay documentación de lo que hacemos. Nos gustaría mejorar pronto.",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas.
DIAG_2930,Tecnologia,Micro,0.07,3000000,"El trabajo es muy empírico, no hay documentación de lo que hacemos.",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados.
DIAG_1018,Tecnologia,Mediana,0.92,249000000,"Todo está automatizado, usamos datos para mejorar continuamente.",Optimizado,Aplicar MLOps y analítica predictiva para optimizar el ciclo de vida del software.
DIAG_2961,Servicios,Micro,0.08,7000000,"Todo es manual, dependemos de una sola persona para la contabilidad.",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios.
DIAG_1102,Tecnologia,Mediana,0.77,80000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_1986,Retail,Pequena,0.41,39000000,"Tenemos algunos sistemas aislados, hay mucho desorden todavía. Nos gustaría mejorar pronto.",En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_2182,Retail,Grande,0.11,8000000,"Todo es manual, dependemos de una sola persona para la contabilidad.",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas.
DIAG_0474,Manufactura,Micro,0.11,4000000,"No tenemos procesos definidos, usamos hojas de cálculo desordenadas.",Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas.
DIAG_1793,Manufactura,Micro,0.47,31000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_0174,Tecnologia,Micro,0.27,18000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_1985,Tecnologia,Micro,0.11,4000000,Perdemos mucha información porque todo se anota en cuadernos.,Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados.
DIAG_1542,Tecnologia,Pequena,0.42,37000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_2346,Servicios,Pequena,0.44,28000000,"Tenemos algunos sistemas aislados, hay mucho desorden todavía. Nos gustaría mejorar pronto.",En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
DIAG_2463,Manufactura,Micro,0.2,3000000,"Todo es manual, dependemos de una sola persona para la contabilidad. Nos gustaría mejorar pronto.",Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas.
DIAG_0921,Tecnologia,Mediana,0.54,85000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_0542,Retail,Pequena,0.19,8000000,"El trabajo es muy empírico, no hay documentación de lo que hacemos.",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas.
DIAG_1397,Servicios,Grande,0.5,131000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_0088,Manufactura,Grande,0.84,317000000,Operamos con metodologías ágiles y sistemas integrados en la nube.,Optimizado,Implementar sensores IoT en maquinaria para mantenimiento predictivo automatizado.
DIAG_0576,Tecnologia,Pequena,0.14,6000000,"No tenemos procesos definidos, usamos hojas de cálculo desordenadas.",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados.
DIAG_0038,Servicios,Pequena,0.29,13000000,"Tenemos algunos sistemas aislados, hay mucho desorden todavía.",En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
DIAG_2638,Manufactura,Pequena,0.65,123000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_0479,Servicios,Mediana,0.64,79000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas. Nos gustaría mejorar pronto.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_2941,Servicios,Mediana,0.7,126000000,Tenemos procesos estandarizados en la mayoría de áreas clave. Nos gustaría mejorar pronto.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_1216,Manufactura,Mediana,0.1,2000000,"Todo es manual, dependemos de una sola persona para la contabilidad.",Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas.
DIAG_1132,Servicios,Mediana,0.19,9000000,"No tenemos procesos definidos, usamos hojas de cálculo desordenadas. Nos gustaría mejorar pronto.",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios.
DIAG_0074,Servicios,Grande,0.85,485000000,Nuestros procesos se auditan solos con inteligencia de negocios.,Optimizado,Utilizar analítica avanzada para hiper-personalización y recomendaciones de up-selling.
DIAG_1717,Manufactura,Grande,0.98,480000000,"Todo está automatizado, usamos datos para mejorar continuamente.",Optimizado,Implementar sensores IoT en maquinaria para mantenimiento predictivo automatizado.
DIAG_0219,Retail,Mediana,0.78,99000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_0450,Tecnologia,Pequena,0.39,14000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_0619,Retail,Pequena,0.32,48000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_1509,Retail,Grande,0.86,179000000,Operamos con metodologías ágiles y sistemas integrados en la nube.,Optimizado,Automatizar pronóstico de demanda con modelos predictivos en tiempo real.
DIAG_0482,Servicios,Mediana,0.53,137000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_1291,Tecnologia,Pequena,0.13,2000000,Perdemos mucha información porque todo se anota en cuadernos.,Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados.
DIAG_1684,Retail,Grande,0.36,28000000,"Tenemos algunos sistemas aislados, hay mucho desorden todavía.",En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_2761,Manufactura,Grande,0.11,8000000,Perdemos mucha información porque todo se anota en cuadernos.,Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas.
DIAG_0679,Tecnologia,Pequena,0.74,142000000,Documentamos todo y tenemos claridad de los roles y responsabilidades. Nos gustaría mejorar pronto.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_0686,Tecnologia,Pequena,0.32,16000000,Hay guías básicas pero no siempre se cumplen los estándares. Nos gustaría mejorar pronto.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_0253,Servicios,Grande,0.79,113000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_1479,Manufactura,Micro,0.01,6000000,"No tenemos procesos definidos, usamos hojas de cálculo desordenadas.",Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas.
DIAG_0075,Tecnologia,Grande,0.84,415000000,El equipo es autónomo y la analítica nos guía en cada decisión.,Optimizado,Aplicar MLOps y analítica predictiva para optimizar el ciclo de vida del software.
DIAG_0116,Manufactura,Micro,0.48,23000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_1066,Servicios,Mediana,0.43,16000000,"Tenemos algunos sistemas aislados, hay mucho desorden todavía. Nos gustaría mejorar pronto.",En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
DIAG_1547,Tecnologia,Mediana,0.55,132000000,Tenemos procesos estandarizados en la mayoría de áreas clave. Nos gustaría mejorar pronto.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_0556,Servicios,Mediana,0.38,10000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
DIAG_0114,Retail,Micro,0.38,49000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_0409,Tecnologia,Micro,0.07,4000000,"No tenemos procesos definidos, usamos hojas de cálculo desordenadas.",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados.
DIAG_1599,Servicios,Grande,0.84,390000000,"Todo está automatizado, usamos datos para mejorar continuamente.",Optimizado,Utilizar analítica avanzada para hiper-personalización y recomendaciones de up-selling.
DIAG_0332,Tecnologia,Micro,0.01,7000000,Perdemos mucha información porque todo se anota en cuadernos. Nos gustaría mejorar pronto.,Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados.
DIAG_2234,Servicios,Grande,0.9,490000000,El equipo es autónomo y la analítica nos guía en cada decisión. Nos gustaría mejorar pronto.,Optimizado,Utilizar analítica avanzada para hiper-personalización y recomendaciones de up-selling.
DIAG_0892,Manufactura,Grande,0.81,393000000,Nuestros procesos se auditan solos con inteligencia de negocios. Nos gustaría mejorar pronto.,Optimizado,Implementar sensores IoT en maquinaria para mantenimiento predictivo automatizado.
DIAG_0932,Servicios,Grande,0.95,451000000,El equipo es autónomo y la analítica nos guía en cada decisión.,Optimizado,Utilizar analítica avanzada para hiper-personalización y recomendaciones de up-selling.
DIAG_1209,Manufactura,Grande,0.83,367000000,"Todo está automatizado, usamos datos para mejorar continuamente.",Optimizado,Implementar sensores IoT en maquinaria para mantenimiento predictivo automatizado.
DIAG_0444,Tecnologia,Pequena,0.61,77000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_2240,Manufactura,Pequena,0.39,40000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_1194,Retail,Pequena,0.08,7000000,Perdemos mucha información porque todo se anota en cuadernos.,Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas.
DIAG_2754,Manufactura,Pequena,0.75,83000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_1302,Manufactura,Mediana,0.03,2000000,"Todo es manual, dependemos de una sola persona para la contabilidad.",Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas.
DIAG_2712,Manufactura,Mediana,0.37,27000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_0554,Tecnologia,Pequena,0.68,89000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_1819,Manufactura,Grande,0.6,134000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_0251,Tecnologia,Pequena,0.31,13000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_0090,Tecnologia,Mediana,0.4,12000000,"Tenemos algunos sistemas aislados, hay mucho desorden todavía.",En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_0287,Servicios,Grande,0.66,63000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_2869,Tecnologia,Micro,0.1,7000000,"Todo es manual, dependemos de una sola persona para la contabilidad.",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados.
DIAG_2078,Retail,Mediana,0.85,291000000,"Todo está automatizado, usamos datos para mejorar continuamente. Nos gustaría mejorar pronto.",Optimizado,Automatizar pronóstico de demanda con modelos predictivos en tiempo real.
DIAG_0588,Tecnologia,Grande,0.41,40000000,"Tenemos algunos sistemas aislados, hay mucho desorden todavía.",En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_1571,Manufactura,Grande,0.46,18000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_0318,Retail,Pequena,0.17,9000000,Perdemos mucha información porque todo se anota en cuadernos.,Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas.
DIAG_2685,Tecnologia,Mediana,0.08,2000000,"No tenemos procesos definidos, usamos hojas de cálculo desordenadas.",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados.
DIAG_2880,Tecnologia,Pequena,0.5,45000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_0855,Tecnologia,Micro,0.08,3000000,"Todo es manual, dependemos de una sola persona para la contabilidad. Nos gustaría mejorar pronto.",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados.
DIAG_1831,Tecnologia,Grande,0.81,294000000,Nuestros procesos se auditan solos con inteligencia de negocios.,Optimizado,Aplicar MLOps y analítica predictiva para optimizar el ciclo de vida del software.
DIAG_1639,Tecnologia,Mediana,0.81,198000000,"Todo está automatizado, usamos datos para mejorar continuamente.",Optimizado,Aplicar MLOps y analítica predictiva para optimizar el ciclo de vida del software.
DIAG_1545,Servicios,Pequena,0.34,18000000,"Tenemos algunos sistemas aislados, hay mucho desorden todavía.",En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
DIAG_1870,Manufactura,Grande,0.95,259000000,Operamos con metodologías ágiles y sistemas integrados en la nube.,Optimizado,Implementar sensores IoT en maquinaria para mantenimiento predictivo automatizado.
DIAG_2512,Retail,Mediana,0.76,95000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_0622,Manufactura,Mediana,0.26,49000000,"Tenemos algunos sistemas aislados, hay mucho desorden todavía.",En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_2268,Retail,Grande,0.55,50000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_1357,Manufactura,Pequena,0.43,49000000,Hay guías básicas pero no siempre se cumplen los estándares. Nos gustaría mejorar pronto.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_0829,Manufactura,Grande,0.59,145000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_1241,Manufactura,Pequena,0.22,40000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_2120,Retail,Mediana,0.79,56000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_0433,Servicios,Pequena,0.05,5000000,Perdemos mucha información porque todo se anota en cuadernos.,Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios.
DIAG_0828,Tecnologia,Pequena,0.45,19000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_1382,Manufactura,Grande,0.95,195000000,Operamos con metodologías ágiles y sistemas integrados en la nube. Nos gustaría mejorar pronto.,Optimizado,Implementar sensores IoT en maquinaria para mantenimiento predictivo automatizado.
DIAG_1456,Manufactura,Grande,0.86,369000000,Operamos con metodologías ágiles y sistemas integrados en la nube.,Optimizado,Implementar sensores IoT en maquinaria para mantenimiento predictivo automatizado.
DIAG_0869,Servicios,Grande,0.93,396000000,"Todo está automatizado, usamos datos para mejorar continuamente. Nos gustaría mejorar pronto.",Optimizado,Utilizar analítica avanzada para hiper-personalización y recomendaciones de up-selling.
DIAG_0535,Servicios,Micro,0.54,122000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_0192,Manufactura,Micro,0.67,104000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_2280,Retail,Micro,0.07,4000000,"Todo es manual, dependemos de una sola persona para la contabilidad.",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas.
DIAG_1028,Retail,Pequena,0.29,41000000,Hay guías básicas pero no siempre se cumplen los estándares. Nos gustaría mejorar pronto.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_0974,Retail,Pequena,0.1,2000000,"Todo es manual, dependemos de una sola persona para la contabilidad. Nos gustaría mejorar pronto.",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas.
DIAG_0036,Servicios,Micro,0.08,7000000,"No tenemos procesos definidos, usamos hojas de cálculo desordenadas.",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios.
DIAG_1762,Manufactura,Pequena,0.09,4000000,Perdemos mucha información porque todo se anota en cuadernos. Nos gustaría mejorar pronto.,Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas.
DIAG_1217,Manufactura,Mediana,0.65,68000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas. Nos gustaría mejorar pronto.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_0239,Retail,Grande,0.38,15000000,Hay guías básicas pero no siempre se cumplen los estándares. Nos gustaría mejorar pronto.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_0785,Servicios,Mediana,0.96,286000000,"Todo está automatizado, usamos datos para mejorar continuamente.",Optimizado,Utilizar analítica avanzada para hiper-personalización y recomendaciones de up-selling.
DIAG_1578,Servicios,Pequena,0.23,39000000,Hay guías básicas pero no siempre se cumplen los estándares. Nos gustaría mejorar pronto.,En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
DIAG_1840,Tecnologia,Grande,0.67,53000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_1612,Retail,Grande,0.7,85000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas. Nos gustaría mejorar pronto.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_1774,Tecnologia,Pequena,0.3,33000000,"Tenemos algunos sistemas aislados, hay mucho desorden todavía.",En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_2977,Retail,Grande,0.16,3000000,"No tenemos procesos definidos, usamos hojas de cálculo desordenadas.",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas.
DIAG_1131,Manufactura,Micro,0.05,10000000,"Todo es manual, dependemos de una sola persona para la contabilidad.",Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas.
